Well,Well Position,Sample Name,Target Name,Reporter,Quencher,CT,Ct Mean,Automatic Ct Threshold,Ct Threshold
370,P10,000001-J1F,Assay5,FAM,NFQ-MGB,22.642,22.868,FALSE,0.149
370,P10,000001-J1F,rApoB,VIC,NFQ-MGB,23.546,23.768,FALSE,0.032
371,P11,000001-J2F,Assay5,FAM,NFQ-MGB,19.569,19.552,FALSE,0.149
371,P11,000001-J2F,rApoB,VIC,NFQ-MGB,21.377,21.174,FALSE,0.032
372,P12,000001-J2F,Assay5,FAM,NFQ-MGB,18.885,19.552,FALSE,0.149
372,P12,000001-J2F,rApoB,VIC,NFQ-MGB,20.474,21.174,FALSE,0.032
373,P13,000001-J3F,Assay5,FAM,NFQ-MGB,21.547,21.518,FALSE,0.149
373,P13,000001-J3F,rApoB,VIC,NFQ-MGB,22.564,22.477,FALSE,0.032
374,P14,000001-J3F,Assay5,FAM,NFQ-MGB,20.966,21.518,FALSE,0.149
374,P14,000001-J3F,rApoB,VIC,NFQ-MGB,21.915,22.477,FALSE,0.032
375,P15,000001-J4F,Assay5,FAM,NFQ-MGB,20.359,20.275,FALSE,0.149
375,P15,000001-J4F,rApoB,VIC,NFQ-MGB,22.205,22.049,FALSE,0.032
376,P16,000001-J4F,Assay5,FAM,NFQ-MGB,19.9,20.275,FALSE,0.149
376,P16,000001-J4F,rApoB,VIC,NFQ-MGB,21.658,22.049,FALSE,0.032
381,P21,PTC-6-316,Assay5,FAM,NFQ-MGB,23.469,23.43,FALSE,0.149
381,P21,PTC-6-316,rApoB,VIC,NFQ-MGB,24.571,24.564,FALSE,0.032
382,P22,PTC-6-316,Assay5,FAM,NFQ-MGB,23.531,23.43,FALSE,0.149
382,P22,PTC-6-316,rApoB,VIC,NFQ-MGB,24.584,24.564,FALSE,0.032
383,P23,PTC-6-317,Assay5,FAM,NFQ-MGB,23.306,23.43,FALSE,0.149
383,P23,PTC-6-317,rApoB,VIC,NFQ-MGB,24.631,24.564,FALSE,0.032
384,P24,PTC-6-317,Assay5,FAM,NFQ-MGB,23.427,23.43,FALSE,0.149
384,P24,PTC-6-317,rApoB,VIC,NFQ-MGB,24.595,24.564,FALSE,0.032
